"module name","license","repository"
"@babel/plugin-syntax-json-strings@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings"
"@babel/plugin-syntax-jsx@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"@babel/plugin-syntax-object-rest-spread@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-syntax-typescript@7.3.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-typescript"
"@babel/plugin-transform-arrow-functions@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-arrow-functions"
"@babel/plugin-transform-async-to-generator@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator"
"@babel/plugin-transform-block-scoped-functions@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-block-scoped-functions"
"@babel/plugin-transform-block-scoping@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-block-scoping"
"@babel/plugin-transform-classes@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-classes"
"@babel/plugin-transform-computed-properties@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-computed-properties"
"@babel/plugin-transform-destructuring@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-destructuring"
"@babel/plugin-transform-dotall-regex@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-dotall-regex"
"@babel/plugin-transform-duplicate-keys@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-duplicate-keys"
"@babel/plugin-transform-exponentiation-operator@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator"
"@babel/plugin-transform-flow-strip-types@7.2.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-flow-strip-types"
"@babel/plugin-transform-for-of@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-for-of"
"@babel/plugin-transform-function-name@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-function-name"
"@babel/plugin-transform-literals@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-literals"
"@babel/plugin-transform-member-expression-literals@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-member-expression-literals"
"@babel/plugin-transform-modules-amd@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-modules-amd"
"@babel/plugin-transform-modules-commonjs@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-modules-commonjs"
"@babel/plugin-transform-modules-systemjs@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-modules-systemjs"
"@babel/plugin-transform-modules-umd@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-modules-umd"
"@babel/plugin-transform-named-capturing-groups-regex@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-named-capturing-groups-regex"
"@babel/plugin-transform-new-target@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-new-target"
"@babel/plugin-transform-object-super@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-super"
"@babel/plugin-transform-parameters@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-parameters"
"@babel/plugin-transform-property-literals@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-property-literals"
"@babel/plugin-transform-react-constant-elements@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-constant-elements"
"@babel/plugin-transform-react-display-name@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-display-name"
"@babel/plugin-transform-react-jsx-self@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-self"
"@babel/plugin-transform-react-jsx-source@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source"
"@babel/plugin-transform-react-jsx@7.3.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx"
"@babel/plugin-transform-regenerator@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator"
"@babel/plugin-transform-reserved-words@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-reserved-words"
"@babel/plugin-transform-runtime@7.4.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-runtime"
"@babel/plugin-transform-shorthand-properties@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-shorthand-properties"
"@babel/plugin-transform-spread@7.2.2","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-spread"
"@babel/plugin-transform-sticky-regex@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-sticky-regex"
"@babel/plugin-transform-template-literals@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-template-literals"
"@babel/plugin-transform-typeof-symbol@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-typeof-symbol"
"@babel/plugin-transform-typescript@7.4.5","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-typescript"
"@babel/plugin-transform-unicode-regex@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-unicode-regex"
"@babel/polyfill@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-polyfill"
"@babel/preset-env@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-env"
"@babel/preset-flow@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-flow"
"@babel/preset-react@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react"
"@babel/preset-typescript@7.3.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-typescript"
"@babel/runtime-corejs2@7.5.5","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime-corejs2"
"@babel/runtime@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"@babel/template@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"@babel/traverse@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"@babel/types@7.4.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"@dump247/storybook-state@1.5.2","MIT","https://github.com/dump247/storybook-state"
"@emotion/babel-utils@0.6.10","MIT","https://github.com/emotion-js/emotion/tree/master/next-packages/babel-utils"
"@emotion/cache@10.0.9","MIT","https://github.com/emotion-js/emotion/tree/master/packages/cache"
"@emotion/core@10.0.10","MIT","https://github.com/emotion-js/emotion/tree/master/packages/core"
"@emotion/css@10.0.9","MIT","https://github.com/emotion-js/emotion/tree/master/packages/css"
"@emotion/hash@0.6.6","MIT","https://github.com/emotion-js/emotion/tree/master/next-packages/hash"
"@emotion/is-prop-valid@0.7.3","MIT","https://github.com/emotion-js/emotion/tree/master/packages/is-prop-valid"
"@emotion/memoize@0.6.6","MIT","https://github.com/emotion-js/emotion/tree/master/next-packages/memoize"
"@emotion/serialize@0.11.6","MIT","https://github.com/emotion-js/emotion/tree/master/packages/serialize"
"@emotion/sheet@0.9.2","MIT","https://github.com/emotion-js/emotion/tree/master/packages/sheet"
"@emotion/styled-base@10.0.10","MIT","https://github.com/emotion-js/emotion/tree/master/packages/styled-base"
"@emotion/styled@10.0.11","MIT","https://github.com/emotion-js/emotion/tree/master/packages/styled"
"@emotion/stylis@0.7.1","MIT","https://github.com/emotion-js/emotion/tree/master/next-packages/stylis"
"@emotion/unitless@0.6.7","MIT","https://github.com/emotion-js/emotion/tree/master/next-packages/unitless"
"@emotion/utils@0.11.1","MIT","https://github.com/emotion-js/emotion/tree/master/packages/serialize"
"@emotion/weak-memoize@0.2.2","MIT","https://github.com/emotion-js/emotion/tree/master/packages/weak-memoize"
"@fullcalendar/core@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar"
"@fullcalendar/daygrid@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar"
"@fullcalendar/interaction@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar"
"@fullcalendar/list@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar"
"@fullcalendar/moment-timezone@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar"
"@fullcalendar/moment@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar"
"@fullcalendar/react@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar-react"
"@fullcalendar/rrule@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar"
"@fullcalendar/timegrid@4.1.0","MIT","https://github.com/fullcalendar/fullcalendar"
"@icons/material@0.2.4","MIT","https://github.com/at-icons/material"
"@material-ui/core@3.9.3","MIT","https://github.com/mui-org/material-ui"
"@material-ui/icons@3.0.2","MIT","https://github.com/mui-org/material-ui"
"@material-ui/system@3.0.0-alpha.2","MIT","https://github.com/mui-org/material-ui"
"@material-ui/utils@3.0.0-alpha.3","MIT","https://github.com/mui-org/material-ui"
"@mrmlnc/readdir-enhanced@2.2.1","MIT","https://github.com/bigstickcarpet/readdir-enhanced"
"@nodelib/fs.stat@1.1.3","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@reach/router@1.2.1","MIT","https://github.com/reach/router"
"@sambego/storybook-state@1.3.4","MIT","https://github.com/Sambego/storybook-state"
"@sentry/browser@5.7.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/core@5.7.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/hub@5.7.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/minimal@5.7.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/types@5.7.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/utils@5.7.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@storybook/addon-actions@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/addon-knobs@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/addon-links@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/addon-notes@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/addon-options@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/addon-storysource@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/addons@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/api@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/channel-postmessage@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/channels@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/client-api@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/client-logger@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/components@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/core-events@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/core@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/node-logger@5.0.11","MIT","https://github.com/storybooks/storybook"
"@storybook/react@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/router@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@storybook/theming@5.0.11","MIT","https://github.com/storybooks/storybook"
"@storybook/ui@5.1.0-rc.2","MIT","https://github.com/storybooks/storybook"
"@svgr/babel-plugin-add-jsx-attribute@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-add-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-attribute@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-remove-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-empty-expression@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-remove-jsx-empty-expression"
"@svgr/babel-plugin-replace-jsx-attribute-value@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-replace-jsx-attribute-value"
"@svgr/babel-plugin-svg-dynamic-title@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-svg-dynamic-title"
"@svgr/babel-plugin-svg-em-dimensions@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-svg-em-dimensions"
"@svgr/babel-plugin-transform-react-native-svg@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-transform-react-native-svg"
"@svgr/babel-plugin-transform-svg-component@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-transform-svg-component"
"@svgr/babel-preset@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-preset"
"@svgr/core@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/core"
"@svgr/hast-util-to-babel-ast@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/hast-util-to-babel-ast"
"@svgr/plugin-jsx@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/plugin-jsx"
"@svgr/plugin-svgo@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/plugin-svgo"
"@svgr/webpack@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/webpack"
"@tanem/svg-injector@8.0.27","MIT","https://github.com/tanem/svg-injector"
"@types/jss@9.5.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@10.12.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/q@1.5.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-transition-group@2.9.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.8.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/vfile-message@1.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/vfile@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@webassemblyjs/ast@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.7.8","MIT",""
"@webassemblyjs/helper-buffer@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.7.8","ISC",""
"@webassemblyjs/helper-module-context@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.7.8","MIT",""
"@webassemblyjs/leb128@1.7.8","MIT",""
"@webassemblyjs/utf8@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.1","Apache-2.0","https://github.com/dcodeIO/long.js"
"Twake-react@1.0.0","Undefined","git://gitlab.com/Twake/Twake-react"
"abab@2.0.0","BSD*","https://github.com/jsdom/abab"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.5","MIT","https://github.com/jshttp/accepts"
"acorn-dynamic-import@4.0.0","MIT","https://github.com/kesne/acorn-dynamic-import"
"acorn-globals@4.3.0","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@3.0.1","MIT","https://github.com/RReverser/acorn-jsx"
"acorn-walk@6.1.1","MIT","https://github.com/acornjs/acorn"
"acorn@5.7.3","MIT","https://github.com/acornjs/acorn"
"address@1.0.3","MIT","https://github.com/node-modules/address"
"ag-channel@4.0.2","MIT","https://github.com/SocketCluster/ag-channel"
"ag-request@1.0.0","MIT","https://github.com/SocketCluster/ag-request"
"agent-base@4.3.0","MIT","https://github.com/TooTallNate/node-agent-base"
"airbnb-js-shims@2.2.0","MIT","https://github.com/airbnb/js-shims"
"airbnb-prop-types@2.13.2","MIT","https://github.com/airbnb/prop-types"
"ajv-errors@1.0.0","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.2.0","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.5.4","MIT","https://github.com/epoberezkin/ajv"
"align-text@0.1.4","MIT","https://github.com/jonschlinkert/align-text"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine"
"anchorme@1.1.2","MIT","https://github.com/alexcorvi/anchorme.js"
"ansi-align@3.0.0","ISC","https://github.com/nexdrew/ansi-align"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.1.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"aphrodite@1.2.5","MIT","https://github.com/Khan/aphrodite"
"app-root-dir@1.0.2","MIT","https://github.com/philidem/node-app-root-dir"
"append-transform@0.4.0","MIT","https://github.com/jamestalmage/append-transform"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"aria-query@0.7.1","Apache-2.0","https://github.com/A11yance/aria-query"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-equal@1.0.0","MIT","https://github.com/component/array-equal"
"array-filter@0.0.1","MIT","https://github.com/juliangruber/array-filter"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-includes@3.0.3","MIT","https://github.com/ljharb/array-includes"
"array-map@0.0.0","MIT","https://github.com/substack/array-map"
"array-reduce@0.0.0","MIT","https://github.com/substack/array-reduce"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"array.prototype.find@2.0.4","MIT","https://github.com/paulmillr/Array.prototype.find"
"array.prototype.flat@1.2.1","MIT","https://github.com/es-shims/Array.prototype.flat"
"array.prototype.flatmap@1.2.1","MIT","https://github.com/es-shims/Array.prototype.flatMap"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.3","MIT","https://github.com/mcavage/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert"
"assertion-error@1.1.0","MIT","https://github.com/chaijs/assertion-error"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types-flow@0.0.7","ISC","https://github.com/kyldvs/ast-types-flow"
"ast-types@0.11.3","MIT","https://github.com/benjamn/ast-types"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex"
"async-each@1.0.1","MIT","https://github.com/paulmillr/async-each"
"async-foreach@0.1.3","MIT*","https://github.com/cowboy/javascript-sync-async-foreach"
"async-limiter@1.0.0","MIT","https://github.com/strml/async-limiter"
"async-stream-emitter@3.0.3","MIT","https://github.com/SocketCluster/async-stream-emitter"
"async@2.6.1","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.1","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@7.1.6","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.8.0","MIT","https://github.com/mhart/aws4"
"axobject-query@0.1.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"babel-core@6.26.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-core"
"babel-eslint@7.2.3","MIT","https://github.com/babel/babel-eslint"
"babel-generator@6.26.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator"
"babel-helper-bindify-decorators@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-bindify-decorators"
"babel-helper-builder-binary-assignment-operator-visitor@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-binary-assignment-operator-visitor"
"babel-helper-builder-react-jsx@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-react-jsx"
"babel-helper-call-delegate@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate"
"babel-helper-define-map@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map"
"babel-helper-evaluate-path@0.5.0","MIT","https://github.com/babel/minify/tree/master/packages/babel-helper-evaluate-path"
"babel-helper-explode-assignable-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-assignable-expression"
"babel-helper-explode-class@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-class"
"babel-helper-flip-expressions@0.4.3","MIT","https://github.com/babel/minify/tree/master/packages/babel-helper-flip-expressions"
"babel-helper-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name"
